deltaTimeS|cameraDistance|lod_level
0.006251403|3.045983|0
0.0075563|3.045983|0
0.006742396|3.045983|0
0.005841603|3.045983|0
0.004941901|3.045983|0
0.006214598|3.045983|0
0.0066581|3.045983|0
0.005307802|3.045983|0
0.0058607|3.045983|0
0.005415299|3.045983|0
0.004696202|3.045983|0
0.006928196|3.045983|0
0.006366107|3.045983|0
0.005293396|3.045983|0
0.0054875|3.045983|0
0.005038003|3.045983|0
0.004975595|3.045983|0
0.006028104|3.045983|0
0.006487599|3.045983|0
0.005729301|3.045983|0
0.005805796|3.045983|0
0.004969104|3.045983|0
0.005636097|3.045983|0
0.005451502|3.045983|0
0.005084297|3.045983|0
0.005373002|3.045983|0
0.005970996|3.045983|0
0.006593304|3.045983|0
0.005932299|3.045983|0
0.006194204|3.045983|0
0.0063714|3.045983|0
0.005480995|3.045983|0
0.008060204|3.045983|0
0.006623795|3.045983|0
0.006843105|3.045983|0
0.005501098|3.045983|0
0.004822697|3.045983|0
0.006298505|3.045983|0
0.006319799|3.045983|0
0.005735296|3.045983|0
0.004946003|3.045983|0
0.004935502|3.045983|0
0.004841695|3.045983|0
0.0073446|3.045983|0
0.006803104|3.045983|0
0.0064491|3.045983|0
0.007245196|3.045983|0
0.005408801|3.045983|0
0.007015001|3.045983|0
0.005348703|3.045983|0
0.005177494|3.045983|0
0.007192304|3.045983|0
0.005257901|3.045983|0
0.006595897|3.045983|0
0.005191603|3.045983|0
0.005191794|3.045983|0
0.0063089|3.045983|0
0.006691405|3.045983|0
0.005805201|3.045983|0
0.007577998|3.045983|0
0.005584198|3.045983|0
0.005538598|3.045983|0
0.006418006|3.045983|0
0.0071357|3.045983|0
0.0071866|3.045983|0
0.005623895|3.045983|0
0.004848101|3.045983|0
0.005826098|3.045983|0
0.005150106|3.045983|0
0.0050294|3.045983|0
0.005839399|3.045983|0
0.006987698|3.045983|0
0.0055517|3.045983|0
0.0059679|3.045983|0
0.005076998|3.045983|0
0.0051956|3.045983|0
0.006110204|3.045983|0
0.006476098|3.045983|0
0.005005301|3.045983|0
0.006144196|3.045983|0
0.005122704|3.045983|0
0.004644296|3.045983|0
0.0076857|3.045983|0
0.006865901|3.045983|0
0.005123498|3.045983|0
0.0067768|3.045983|0
0.005040405|3.045983|0
0.005347895|3.045983|0
0.005011501|3.045983|0
0.007366199|3.045983|0
0.005537904|3.045983|0
0.005583801|3.045983|0
0.005367595|3.045983|0
0.005881002|3.045983|0
0.006429904|3.045983|0
0.007654599|3.045983|0
0.005728997|3.045983|0
0.006591001|3.045983|0
0.005282703|3.045983|0
0.006163599|3.045983|0
0.005875199|3.045983|0
0.0071312|3.045983|0
0.008387202|3.045983|0
0.006969097|3.045983|0
0.0071312|3.045983|0
0.007453699|3.045983|0
0.006236699|3.045983|0
0.006504401|3.045983|0
0.006796705|3.045983|0
0.006580095|3.045983|0
0.006536005|3.045983|0
0.005030995|3.045983|0
0.006269104|3.045983|0
0.006007596|3.045983|0
0.005843601|3.045983|0
0.006548604|3.045983|0
0.006363896|3.045983|0
0.004560098|3.045983|0
0.006521301|3.045983|0
0.005987698|3.045983|0
0.005543502|3.045983|0
0.005931498|3.045983|0
0.005412607|3.045983|0
0.005262996|3.045983|0
0.008033298|3.045983|0
0.006859906|3.045983|0
0.005975397|3.045983|0
0.0065036|3.045983|0
0.005327997|3.045983|0
0.004725|3.045983|0
0.0060973|3.045983|0
0.005816901|3.045983|0
0.0048223|3.045983|0
0.006016001|3.045983|0
0.005123505|3.045983|0
0.005144494|3.045983|0
0.006158801|3.045983|0
0.007406604|3.045983|0
0.0053473|3.045983|0
0.005936097|3.045983|0
0.004938598|3.045983|0
0.004897499|3.045983|0
0.006161501|3.045983|0
0.006860906|3.045983|0
0.007532894|3.045983|0
0.006103302|3.045983|0
0.0078009|3.045983|0
0.008409403|3.045983|0
0.007024596|3.045983|0
0.0062197|3.045983|0
0.005832802|3.045983|0
0.006440901|3.045983|0
0.0078045|3.045983|0
0.005627501|3.045983|0
0.004855095|3.045983|0
0.005147399|3.045983|0
0.006597903|3.045983|0
0.005423101|3.045983|0
0.004689498|3.045983|0
0.006084198|3.045983|0
0.007685006|3.045983|0
0.005776098|3.045983|0
0.005792297|3.045983|0
0.005512103|3.045983|0
0.0062678|3.045983|0
0.007878996|3.045983|0
0.004836905|3.045983|0
0.005512599|3.045983|0
0.005175694|3.045983|0
0.0044277|3.045983|0
0.006161104|3.045983|0
0.006737698|3.045983|0
0.005202601|3.045983|0
0.005951701|3.045983|0
0.005726099|3.045983|0
0.005453798|3.045983|0
0.0059786|3.045983|0
0.005002204|3.045983|0
0.0051483|3.045983|0
0.006366603|3.045983|0
0.007141298|3.045983|0
0.0049562|3.045983|0
0.005987698|3.045983|0
0.005209403|3.045983|0
0.0051|3.045983|0
0.007628196|3.045983|0
0.006091603|3.045983|0
0.007166199|3.045983|0
0.005952296|3.045983|0
0.005123802|3.045983|0
0.007036401|3.045983|0
0.006366001|3.045983|0
0.006837096|3.045983|0
0.005546903|3.045983|0
0.005343098|3.045983|0
0.005592198|3.045983|0
0.007454805|3.045983|0
0.005284899|3.045983|0
0.006154897|3.045983|0
0.005674305|3.045983|0
0.004819898|3.045983|0
0.005907299|3.045983|0
0.007082398|3.045983|0
0.006042503|3.045983|0
0.0057884|3.045983|0
0.005037599|3.045983|0
0.005795599|3.045983|0
0.006450503|3.045983|0
0.006132497|3.045983|0
0.004995302|3.045983|0
0.006161897|3.045983|0
0.005505704|3.045983|0
0.005396096|3.045983|0
0.007545203|3.045983|0
0.007335098|3.045983|0
0.005070103|3.045983|0
0.006912699|3.045983|0
0.005142099|3.045983|0
0.005393403|3.045983|0
0.007988499|3.045983|0
0.006829195|3.045983|0
0.005558|3.045983|0
0.0058929|3.045983|0
0.005372902|3.045983|0
0.005738804|3.045983|0
0.006891596|3.045983|0
0.005865101|3.045983|0
0.00585|3.045983|0
0.005316298|3.045983|0
0.004742|3.045983|0
0.005591305|3.045983|0
0.007087996|3.045983|0
0.005759503|3.045983|0
0.006180102|3.045983|0
0.006059198|3.045983|0
0.005359998|3.045983|0
0.0052938|3.045983|0
0.005179202|3.045983|0
0.005294997|3.045983|0
0.007516504|3.045983|0
0.005879798|3.045983|0
0.0049259|3.045983|0
0.006987103|3.045983|0
0.005318396|3.045983|0
0.0046795|3.045983|0
0.007039803|3.045983|0
0.005755896|3.045983|0
0.005668502|3.045983|0
0.005269898|3.045983|0
0.005709701|3.045983|0
0.006458602|3.045983|0
0.006764399|3.045983|0
0.0065545|3.045983|0
0.005636401|3.045983|0
0.005025496|3.045983|0
0.004861104|3.045983|0
0.005327799|3.045983|0
0.004611898|3.045983|0
0.0055348|3.045983|0
0.006001601|3.045983|0
0.0069902|3.045983|0
0.005813804|3.045983|0
0.0059071|3.045983|0
0.005961196|3.045983|0
0.005785998|3.045983|0
0.005513102|3.045983|0
0.005785197|3.045983|0
0.004998405|3.045983|0
0.006504996|3.045983|0
0.006412202|3.045983|0
0.005716199|3.045983|0
0.006262904|3.045983|0
0.0049536|3.045983|0
0.006233496|3.045983|0
0.007218403|3.045983|0
0.005808397|3.045983|0
0.006593205|3.045983|0
0.005138294|3.045983|0
0.005350206|3.045983|0
0.007331399|3.045983|0
0.006512698|3.045983|0
0.005626701|3.045983|0
0.006334297|3.045983|0
0.005103104|3.045983|0
0.006471599|3.045983|0
0.006786898|3.045983|0
0.004944806|3.045983|0
0.005683496|3.045983|0
0.005071599|3.045983|0
0.005103699|3.045983|0
0.005709502|3.045983|0
0.005358702|3.045983|0
0.005272697|3.045983|0
0.007474405|3.045983|0
0.006302296|3.045983|0
0.0056098|3.045983|0
0.0056339|3.045983|0
0.004870897|3.045983|0
0.005407001|3.045983|0
0.0065045|3.045983|0
0.0061089|3.045983|0
0.005458198|3.045983|0
0.007364101|3.045983|0
0.005680804|3.045983|0
0.006498002|3.045983|0
0.005620493|3.045983|0
0.004514201|3.045983|0
0.006738202|3.045983|0
0.007337302|3.045983|0
0.004758199|3.045983|0
0.0057759|3.045983|0
0.004804401|3.045983|0
0.004936699|3.045983|0
0.006594203|3.045983|0
0.006431895|3.045983|0
0.004817404|3.045983|0
0.006602402|3.045983|0
0.005721294|3.045983|0
0.005571903|3.045983|0
0.007580598|3.045983|0
0.006171904|3.045983|0
0.005645996|3.045983|0
0.005173802|3.045983|0
0.004807901|3.045983|0
0.006736799|3.045983|0
0.007149603|3.045983|0
0.004568296|3.045983|0
0.006632603|3.045983|0
0.005074596|3.045983|0
0.005335601|3.045983|0
0.005982001|3.045983|0
0.004935601|3.045983|0
0.0039947|3.045983|0
0.005689499|3.045983|0
0.008227098|3.045983|0
0.007905201|3.045983|0
0.0055509|3.045983|0
0.004580102|3.045983|0
0.005779599|3.045983|0
0.0061429|3.045983|0
0.008487904|3.045983|0
0.006210098|3.045983|0
0.004872399|3.045983|0
0.004619501|3.045983|0
0.005738697|3.045983|0
0.005488598|3.045983|0
0.0055151|3.045983|0
0.006523001|3.045983|0
0.006992801|3.045983|0
0.005160098|3.045983|0
0.005595401|3.045983|0
0.005017999|3.045983|0
0.004700099|3.045983|0
0.0061902|3.045983|0
0.006479401|3.045983|0
0.005237904|3.045983|0
0.005498901|3.045983|0
0.004773597|3.045983|0
0.004315597|3.045983|0
0.005388903|3.045983|0
0.005156498|3.045983|0
0.004949802|3.045983|0
0.006163804|3.045983|0
0.007093899|3.045983|0
0.005770599|3.045983|0
0.006285098|3.045983|0
0.005270699|3.045983|0
0.004671804|3.045983|0
0.006135998|3.045983|0
0.004957802|3.045983|0
0.004954195|3.045983|0
0.007301906|3.045983|0
0.0064732|3.045983|0
0.006273994|3.045983|0
0.007119707|3.045983|0
0.005256597|3.045983|0
0.006446896|3.045983|0
0.006822803|3.045983|0
0.0056509|3.045983|0
0.008000099|3.045983|0
0.005504599|3.045983|0
0.006232901|3.045983|0
0.007212798|3.045983|0
0.007152501|3.045983|0
0.0060714|3.045983|0
0.006106803|3.045983|0
0.006358|3.045983|0
0.008474299|3.045983|0
0.0073705|3.045983|0
0.007509602|3.045983|0
0.005817|3.045983|0
0.006795096|3.045983|0
0.008019005|3.045983|0
0.007753798|3.045983|0
0.007528295|3.045983|0
0.005925|3.045983|0
0.006941504|3.045983|0
0.008227799|3.045983|0
0.009924802|3.045983|0
0.008278997|3.048753|0
0.006414201|3.052996|0
0.008261401|3.057443|0
0.006098398|3.065103|0
0.006241504|3.071807|0
0.0057688|3.079771|0
0.005784602|3.088073|0
0.006501998|3.097346|0
0.006594196|3.108967|0
0.0053277|3.121989|0
0.006317404|3.133317|0
0.005320997|3.147885|0
0.004841801|3.160964|0
0.006864201|3.173535|0
0.007050099|3.192703|0
0.006333|3.213814|0
0.006553104|3.23393|0
0.005260296|3.255981|0
0.005466001|3.274481|0
0.007246202|3.294567|0
0.005498498|3.322711|0
0.005108099|3.344946|0
0.006958801|3.366361|0
0.0057482|3.39694|0
0.005285402|3.423166|0
0.006314201|3.448096|0
0.005995195|3.479044|0
0.005233702|3.509483|0
0.006647399|3.536862|0
